"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-01","UK","United Kingdom",1.461422730,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-02","EU_EEA31","EU/EEA",55.608055000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-02","EU28","EU",55.376931000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-02","UK","United Kingdom",1.756787580,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-03","EU_EEA31","EU/EEA",58.040325000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-03","EU28","EU",57.726427000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-03","UK","United Kingdom",0.853321030,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-04","EU_EEA31","EU/EEA",59.429139000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-04","EU28","EU",59.127183000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-04","UK","United Kingdom",0.753158400,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-05","EU_EEA31","EU/EEA",59.565386000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-05","EU28","EU",59.223396000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-05","UK","United Kingdom",0.651996740,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-06","EU_EEA31","EU/EEA",57.599636000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-06","EU28","EU",57.216910000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-06","UK","United Kingdom",0.863700890,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-07","EU_EEA31","EU/EEA",64.202115000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-07","EU28","EU",63.610354000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-07","UK","United Kingdom",1.064773730,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-08","EU_EEA31","EU/EEA",63.401145000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-08","EU28","EU",62.886806000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-08","UK","United Kingdom",1.039726870,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-09","EU_EEA31","EU/EEA",63.623413000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-09","EU28","EU",63.250372000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-09","UK","United Kingdom",1.271051790,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-10","EU_EEA31","EU/EEA",65.889811000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-10","EU28","EU",65.591746000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-10","UK","United Kingdom",0.975975970,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-11","EU_EEA31","EU/EEA",63.138378000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-11","EU28","EU",62.909545000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-11","UK","United Kingdom",0.541711800,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-12","EU_EEA31","EU/EEA",61.455928000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-12","EU28","EU",61.270884000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2014-12","UK","United Kingdom",0.442151800,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015","EU_EEA31","EU/EEA",68.309176000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015","EU28","EU",68.082348000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015","UK","United Kingdom",21.905781220,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-01","EU_EEA31","EU/EEA",70.106872000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-01","EU28","EU",69.966810000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-01","UK","United Kingdom",21.562646640,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-02","EU_EEA31","EU/EEA",64.086444000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-02","EU28","EU",63.940520000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-02","UK","United Kingdom",21.974448310,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-03","EU_EEA31","EU/EEA",64.078777000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-03","EU28","EU",63.842500000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-03","UK","United Kingdom",22.380492510,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-04","EU_EEA31","EU/EEA",67.778824000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-04","EU28","EU",67.578918000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-04","UK","United Kingdom",23.832528180,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-05","EU_EEA31","EU/EEA",64.886790000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-05","EU28","EU",64.664548000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-05","UK","United Kingdom",20.668693000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-06","EU_EEA31","EU/EEA",65.754812000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-06","EU28","EU",65.477206000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-06","UK","United Kingdom",23.390620440,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-07","EU_EEA31","EU/EEA",70.997503000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-07","EU28","EU",70.650328000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-07","UK","United Kingdom",23.079330300,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-08","EU_EEA31","EU/EEA",69.940762000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-08","EU28","EU",69.605606000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-08","UK","United Kingdom",22.637762700,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-09","EU_EEA31","EU/EEA",70.453838000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-09","EU28","EU",70.294408000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-09","UK","United Kingdom",19.889094260,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-10","EU_EEA31","EU/EEA",70.351131000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-10","EU28","EU",70.166944000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-10","UK","United Kingdom",20.603414050,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-11","EU_EEA31","EU/EEA",68.532374000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-11","EU28","EU",68.415118000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-11","UK","United Kingdom",20.746334960,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-12","EU_EEA31","EU/EEA",68.130898000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-12","EU28","EU",68.002187000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2015-12","UK","United Kingdom",21.158301150,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016","EU_EEA31","EU/EEA",55.924926000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016","EU28","EU",55.572945000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016","UK","United Kingdom",21.725993440,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-01","EU_EEA31","EU/EEA",53.793504000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-01","EU28","EU",53.532926000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-01","UK","United Kingdom",21.790371110,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-02","EU_EEA31","EU/EEA",53.738423000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-02","EU28","EU",53.489958000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-02","UK","United Kingdom",21.187363830,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-03","EU_EEA31","EU/EEA",55.030739000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-03","EU28","EU",54.797103000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-03","UK","United Kingdom",21.027621020,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-04","EU_EEA31","EU/EEA",56.550366000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-04","EU28","EU",56.276493000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-04","UK","United Kingdom",22.375215140,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-05","EU_EEA31","EU/EEA",55.789193000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-05","EU28","EU",55.540054000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-05","UK","United Kingdom",21.037463970,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-06","EU_EEA31","EU/EEA",54.958041000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-06","EU28","EU",54.525839000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-06","UK","United Kingdom",20.791946300,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-07","EU_EEA31","EU/EEA",54.037312000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-07","EU28","EU",53.388761000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-07","UK","United Kingdom",22.174276160,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-08","EU_EEA31","EU/EEA",57.092626000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-08","EU28","EU",56.599076000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-08","UK","United Kingdom",22.332217200,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-09","EU_EEA31","EU/EEA",58.013465000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Travel-associated","%","2016-09","EU28","EU",57.729506000,""
